playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SF,OBP,SLG,OPS,BAbip,lgOBP,lgSLG,OPS+
abbotje01,2000,1,CHA,AL,80,215,31,59,15,1,3,29,2,1,21,38,1,2,1,0.343,0.395,0.738,0.32,0.345,0.437,90
abbotku01,1999,1,COL,NL,96,286,41,78,17,2,8,41,3,2,16,69,0,0,1,0.31,0.43,0.74,0.333,0.345,0.434,89
abbotku01,2000,1,NYN,NL,79,157,22,34,7,1,6,12,1,1,14,51,2,1,1,0.283,0.389,0.672,0.277,0.345,0.437,71
abercre01,2006,1,FLO,NL,111,255,39,54,12,2,5,24,6,5,18,78,2,3,1,0.271,0.333,0.604,0.283,0.337,0.432,57
abernbr01,2002,1,TBA,AL,117,463,46,112,18,4,2,40,10,4,25,46,0,6,2,0.288,0.311,0.599,0.264,0.331,0.417,62
abernbr01,2001,1,TBA,AL,79,304,43,82,17,1,5,33,8,3,27,35,1,0,1,0.328,0.382,0.71,0.291,0.332,0.427,88
abreubo01,2011,1,LAA,AL,142,502,54,127,30,1,8,60,21,5,78,113,5,1,3,0.353,0.365,0.717,0.31,0.321,0.399,101
abreubo01,2008,1,NYA,AL,156,609,100,180,39,4,20,100,22,11,73,109,2,1,1,0.371,0.471,0.843,0.333,0.333,0.416,125
abreubo01,2006,2,NYA,AL,58,209,37,69,16,0,7,42,10,2,33,52,1,1,3,0.419,0.507,0.926,0.405,0.337,0.432,142
abreubo01,2006,1,PHI,NL,98,339,61,94,25,2,8,65,20,4,91,86,5,2,6,0.427,0.434,0.861,0.343,0.337,0.432,127
abreubo01,2000,1,PHI,NL,154,576,103,182,42,10,25,79,28,8,100,116,9,1,3,0.416,0.554,0.97,0.358,0.345,0.437,147
abreubo01,2009,1,LAA,AL,152,563,96,165,29,3,15,103,30,8,94,113,7,1,9,0.39,0.435,0.825,0.338,0.333,0.418,121
abreubo01,2010,1,LAA,AL,154,573,88,146,41,1,20,78,24,10,87,132,3,2,5,0.352,0.435,0.787,0.296,0.325,0.403,116
abreubo01,2005,1,PHI,NL,162,588,104,168,37,1,24,102,31,9,117,134,15,6,8,0.405,0.474,0.879,0.329,0.33,0.419,136
abreubo01,2001,1,PHI,NL,162,588,118,170,48,4,31,110,36,14,106,137,11,1,9,0.393,0.543,0.936,0.324,0.332,0.427,146
abreubo01,2004,1,PHI,NL,159,574,118,173,47,1,30,105,40,5,127,116,10,5,7,0.428,0.544,0.971,0.329,0.335,0.428,155
abreubo01,2007,1,NYA,AL,158,605,123,171,40,5,16,101,25,8,84,115,0,3,7,0.369,0.445,0.814,0.322,0.336,0.423,115
abreubo01,2012,2,LAN,NL,92,195,28,48,8,1,3,19,6,2,35,51,3,0,0,0.361,0.344,0.704,0.319,0.319,0.405,98
abreubo01,2014,1,NYN,NL,78,133,12,33,9,0,1,14,1,0,20,21,0,0,2,0.342,0.338,0.68,0.283,0.314,0.386,96
abreubo01,2002,1,PHI,NL,157,572,102,176,50,6,20,85,31,12,104,117,9,3,6,0.413,0.521,0.934,0.354,0.331,0.417,150
abreubo01,1999,1,PHI,NL,152,546,118,183,35,11,20,93,27,9,109,113,8,3,4,0.446,0.549,0.995,0.391,0.345,0.434,156
abreubo01,2003,1,PHI,NL,158,577,99,173,35,1,20,101,22,9,109,126,13,2,7,0.409,0.468,0.877,0.349,0.333,0.422,134
abreujo02,2014,1,CHA,AL,145,556,80,176,35,2,36,107,3,1,51,131,15,11,4,0.383,0.581,0.964,0.356,0.314,0.386,172
abreujo02,2015,1,CHA,AL,154,613,88,178,34,3,30,101,0,0,39,140,11,15,1,0.347,0.502,0.85,0.333,0.317,0.405,133
abreujo02,2016,1,CHA,AL,159,624,67,183,32,1,25,100,0,2,47,125,7,15,9,0.353,0.468,0.82,0.327,0.322,0.417,122
abreujo02,2017,1,CHA,AL,156,621,95,189,43,6,33,102,3,0,35,119,6,15,4,0.354,0.552,0.906,0.33,0.324,0.426,139
abreujo02,2018,1,CHA,AL,128,499,68,132,36,1,22,78,2,0,37,109,7,11,6,0.325,0.473,0.798,0.294,0.318,0.409,118
abreuto01,2007,1,LAN,NL,59,166,19,45,14,1,2,17,0,0,7,21,1,3,2,0.309,0.404,0.713,0.297,0.336,0.423,87
abreuto01,2013,1,SFN,NL,53,138,21,37,12,3,2,14,0,2,6,33,1,1,1,0.301,0.442,0.743,0.337,0.318,0.396,106
abreuto01,2010,1,ARI,NL,81,193,16,45,11,1,1,13,2,1,4,47,0,0,4,0.244,0.316,0.56,0.295,0.325,0.403,53
ackledu01,2015,1,SEA,AL,85,186,22,40,8,1,6,19,2,2,14,38,0,1,3,0.27,0.366,0.635,0.234,0.317,0.405,76
ackledu01,2014,1,SEA,AL,143,502,64,123,27,4,14,65,8,4,32,90,1,3,2,0.293,0.398,0.692,0.273,0.314,0.386,96
ackledu01,2013,1,SEA,AL,113,384,40,97,18,2,4,31,2,3,37,72,1,1,1,0.319,0.341,0.66,0.301,0.318,0.396,86
ackledu01,2012,1,SEA,AL,153,607,84,137,22,2,12,50,13,3,59,124,7,0,1,0.294,0.328,0.622,0.265,0.319,0.405,73
ackledu01,2011,1,SEA,AL,90,333,39,91,16,7,6,36,6,0,40,79,1,0,3,0.348,0.417,0.766,0.339,0.321,0.399,113
acunaro01,2018,1,ATL,NL,111,433,78,127,26,4,26,64,16,5,45,123,2,6,3,0.366,0.552,0.917,0.352,0.318,0.409,150
adamecr01,2016,1,COL,NL,121,225,25,49,7,3,2,17,2,3,24,47,0,4,0,0.304,0.302,0.607,0.267,0.322,0.417,67
adamewi01,2018,1,TBA,AL,85,288,43,80,7,0,10,34,6,5,31,95,3,1,2,0.348,0.406,0.754,0.378,0.318,0.409,109
adamsda02,2013,1,NYA,AL,43,140,10,27,5,1,2,13,0,0,9,43,0,2,0,0.252,0.286,0.537,0.263,0.318,0.396,51
adamsla01,2017,1,ATL,NL,85,109,19,30,4,1,5,20,10,0,10,37,0,1,1,0.339,0.468,0.807,0.368,0.324,0.426,114
adamsma01,2018,1,WAS,NL,94,249,37,64,9,0,18,48,0,0,24,55,2,4,0,0.332,0.51,0.842,0.261,0.318,0.409,129
adamsma01,2015,1,SLN,NL,60,175,14,42,9,0,5,24,1,0,10,41,1,0,1,0.28,0.377,0.657,0.285,0.317,0.405,81
adamsma01,2014,1,SLN,NL,142,527,55,152,34,5,15,68,3,2,26,114,5,3,7,0.321,0.457,0.779,0.338,0.314,0.386,121
adamsma01,2013,1,SLN,NL,108,296,46,84,14,0,17,51,0,1,23,80,0,0,0,0.335,0.503,0.839,0.337,0.318,0.396,132
adamsma01,2017,2,ATL,NL,100,291,42,79,20,1,19,58,0,0,19,71,5,1,3,0.315,0.543,0.858,0.294,0.324,0.426,125
adamsma01,2016,1,SLN,NL,118,297,37,74,18,0,16,54,0,1,25,81,1,2,3,0.309,0.471,0.78,0.286,0.322,0.417,109
adamsru01,2006,1,TOR,AL,90,251,31,55,14,1,3,28,1,2,22,41,0,1,3,0.282,0.319,0.6,0.248,0.337,0.432,58
adamsru01,2005,1,TOR,AL,139,481,68,123,27,5,8,63,11,2,50,57,1,3,8,0.325,0.383,0.707,0.271,0.33,0.419,90
adducji02,2018,1,DET,AL,59,176,19,47,8,2,3,21,1,0,6,45,0,0,1,0.29,0.386,0.676,0.341,0.318,0.409,86
adducji02,2014,1,TEX,AL,44,101,13,17,3,0,1,8,3,1,10,27,0,0,2,0.239,0.228,0.467,0.213,0.314,0.386,35
adriaeh01,2017,1,MIN,AL,70,162,30,43,9,2,2,24,8,1,16,25,1,1,6,0.324,0.383,0.707,0.291,0.324,0.426,90
adriaeh01,2015,1,SFN,NL,52,113,11,21,7,1,0,11,3,2,15,20,0,4,0,0.303,0.265,0.569,0.226,0.317,0.405,61
adriaeh01,2018,1,MIN,AL,114,335,42,84,23,1,6,39,5,1,24,82,2,1,2,0.301,0.379,0.68,0.313,0.318,0.409,87
agbaybe01,2000,1,NYN,NL,119,350,59,101,19,1,15,60,5,5,54,68,2,7,3,0.391,0.477,0.868,0.319,0.345,0.437,122
agbaybe01,2001,1,NYN,NL,91,296,28,82,14,2,6,27,4,5,36,73,0,5,1,0.364,0.399,0.763,0.349,0.332,0.427,103
agbaybe01,1999,1,NYN,NL,101,276,42,79,18,3,14,42,6,4,32,60,4,3,3,0.363,0.525,0.888,0.317,0.345,0.434,126
agbaybe01,2002,1,COL,NL,48,117,10,24,5,0,4,19,1,0,10,35,0,0,1,0.266,0.35,0.616,0.253,0.331,0.417,64
aguilje01,2017,1,MIL,NL,133,279,40,74,15,2,16,52,0,0,25,94,1,4,3,0.331,0.505,0.837,0.337,0.324,0.426,121
aguilje01,2018,1,MIL,NL,149,492,80,135,25,0,35,108,0,0,58,143,3,6,10,0.352,0.539,0.89,0.309,0.318,0.409,142
ahmedni01,2018,1,ARI,NL,153,516,61,121,33,5,16,70,5,4,40,109,2,2,5,0.29,0.411,0.7,0.265,0.318,0.409,92
ahmedni01,2016,1,ARI,NL,90,284,26,62,9,1,4,20,5,2,15,58,3,4,3,0.265,0.299,0.564,0.258,0.322,0.417,54
ahmedni01,2015,1,ARI,NL,134,421,49,95,17,6,9,34,4,5,29,81,1,1,3,0.275,0.359,0.634,0.257,0.317,0.405,75
ahmedni01,2017,1,ARI,NL,53,167,24,42,8,1,6,21,3,4,10,39,3,1,0,0.298,0.419,0.717,0.295,0.324,0.426,90
albieoz01,2018,1,ATL,NL,158,639,105,167,40,5,24,72,14,3,36,116,0,5,3,0.305,0.452,0.757,0.285,0.318,0.409,106
albieoz01,2017,1,ATL,NL,57,217,34,62,9,5,6,28,8,1,21,36,0,3,2,0.354,0.456,0.81,0.316,0.324,0.426,116
alcanar01,2017,1,CIN,NL,70,105,13,18,3,1,1,7,2,0,2,38,0,0,0,0.187,0.248,0.435,0.258,0.324,0.426,16
alcanar01,2014,1,CHN,NL,70,278,31,57,11,2,10,29,8,5,17,93,0,2,2,0.254,0.367,0.621,0.266,0.314,0.386,76
alexama02,2000,1,BOS,AL,101,194,30,41,4,3,4,19,2,0,13,41,0,0,0,0.261,0.325,0.586,0.248,0.345,0.437,50
alexama02,1999,1,CHN,NL,90,177,17,48,11,2,0,15,4,0,10,38,0,0,1,0.309,0.356,0.664,0.343,0.345,0.434,72
alfarjo01,2017,1,PHI,NL,29,107,12,34,6,0,5,14,0,0,3,33,1,4,0,0.36,0.514,0.874,0.42,0.324,0.426,132
alfarjo01,2018,1,PHI,NL,108,344,35,90,16,2,10,37,3,0,18,138,6,14,1,0.324,0.407,0.731,0.406,0.318,0.409,101
alfoned01,2002,1,NYN,NL,135,490,78,151,26,0,16,56,6,0,62,55,8,7,3,0.391,0.459,0.851,0.32,0.331,0.417,128
alfoned01,2000,1,NYN,NL,150,544,109,176,40,2,25,94,3,2,95,70,1,5,6,0.425,0.542,0.967,0.332,0.345,0.437,147
alfoned01,2003,1,SFN,NL,142,514,56,133,25,2,13,81,5,2,58,41,4,4,7,0.334,0.391,0.726,0.257,0.333,0.422,93
alfoned01,2004,1,SFN,NL,139,519,66,150,26,1,11,77,1,1,46,40,2,5,4,0.35,0.407,0.757,0.294,0.335,0.428,100
alfoned01,2001,1,NYN,NL,124,457,64,111,22,0,17,49,5,0,51,62,0,5,5,0.322,0.403,0.725,0.245,0.332,0.427,91
alfoned01,2005,1,SFN,NL,109,368,36,102,17,1,2,43,2,0,27,34,1,2,4,0.327,0.345,0.672,0.298,0.33,0.419,81
alfoned01,1999,1,NYN,NL,158,628,123,191,41,1,27,108,9,2,85,85,2,3,9,0.385,0.502,0.886,0.312,0.345,0.434,127
alfonel01,2006,1,SFN,NL,87,286,27,76,17,2,12,39,1,0,9,74,7,7,3,0.302,0.465,0.767,0.315,0.337,0.432,97
alfonel01,2009,1,SDN,NL,37,114,6,20,3,0,2,8,0,0,3,34,0,0,0,0.197,0.254,0.451,0.231,0.333,0.418,20
alicelu01,2000,1,TEX,AL,139,540,85,159,25,8,6,63,1,3,59,75,1,5,7,0.365,0.404,0.769,0.328,0.345,0.437,98
alicelu01,2001,1,KCA,AL,113,387,44,106,16,4,4,32,8,6,23,56,0,4,1,0.32,0.367,0.687,0.311,0.332,0.427,82
alicelu01,1999,1,TEX,AL,68,164,33,33,10,0,3,17,2,1,28,32,0,0,1,0.316,0.317,0.633,0.231,0.345,0.434,65
alicelu01,2002,1,KCA,AL,94,237,28,54,8,2,1,23,2,3,32,34,1,1,0,0.322,0.291,0.613,0.262,0.331,0.417,67
allenbr01,2009,1,ARI,NL,32,104,13,21,7,0,4,14,0,0,12,40,2,0,0,0.284,0.385,0.669,0.283,0.333,0.418,77
allenbr01,2011,2,OAK,AL,41,146,18,30,9,2,3,11,2,0,11,55,1,0,1,0.259,0.356,0.616,0.303,0.321,0.399,70
allench01,2001,1,MIN,AL,57,175,20,46,13,2,4,20,1,2,19,37,1,0,1,0.333,0.429,0.762,0.311,0.332,0.427,101
allench01,1999,1,MIN,AL,137,481,69,133,21,3,10,46,14,7,37,89,1,2,2,0.33,0.395,0.725,0.32,0.345,0.434,87
allengr01,2018,1,CLE,AL,91,265,36,68,11,3,2,20,21,4,14,58,1,7,1,0.31,0.343,0.654,0.32,0.318,0.409,81
almonab01,2014,1,SEA,AL,27,106,10,21,5,1,1,8,3,1,6,40,0,1,0,0.248,0.292,0.54,0.308,0.314,0.386,55
almonab01,2015,2,CLE,AL,51,178,30,47,9,5,5,20,6,0,16,33,0,0,2,0.321,0.455,0.776,0.296,0.317,0.405,114
almonab01,2016,1,CLE,AL,67,182,24,48,20,1,1,22,8,0,8,42,1,1,3,0.294,0.401,0.695,0.331,0.322,0.417,87
almonab01,2018,1,KCA,AL,50,134,15,24,1,2,3,9,2,2,15,36,0,0,1,0.26,0.284,0.544,0.219,0.318,0.409,51
almonab01,2017,1,CLE,AL,69,172,26,40,8,3,3,14,2,1,20,46,0,1,1,0.314,0.366,0.681,0.298,0.324,0.426,83
almoner01,2003,1,NYA,AL,31,100,17,26,6,0,1,11,1,0,8,24,0,1,0,0.321,0.35,0.671,0.333,0.333,0.422,79
almonzo01,2013,1,NYA,AL,34,106,9,25,4,0,1,9,3,1,6,19,0,0,1,0.274,0.302,0.576,0.276,0.318,0.396,62
almoral01,2016,1,CHN,NL,47,112,14,31,9,1,3,14,0,0,5,20,0,0,0,0.308,0.455,0.763,0.315,0.322,0.417,105
almoral01,2018,1,CHN,NL,152,444,62,127,24,1,5,41,1,3,24,83,1,3,6,0.323,0.378,0.701,0.337,0.318,0.409,94
almoral01,2017,1,CHN,NL,132,299,39,89,18,1,8,46,1,0,19,53,1,0,2,0.338,0.445,0.782,0.338,0.324,0.426,109
alomaro01,2003,2,CHA,AL,67,253,42,64,11,1,3,17,6,2,30,37,1,1,4,0.33,0.34,0.67,0.281,0.333,0.422,80
alomaro01,2002,1,NYN,NL,149,590,73,157,24,4,11,53,16,4,57,83,4,1,1,0.331,0.376,0.708,0.294,0.331,0.417,90
alomaro01,2004,1,ARI,NL,38,110,14,34,5,2,3,16,0,2,12,18,0,1,0,0.382,0.473,0.855,0.348,0.335,0.428,125
alomaro01,2000,1,CLE,AL,155,610,111,189,40,2,19,89,39,4,64,82,4,6,6,0.378,0.475,0.853,0.33,0.345,0.437,118
alomaro01,2001,1,CLE,AL,157,575,113,193,34,12,20,100,30,6,80,71,5,4,9,0.415,0.541,0.956,0.351,0.332,0.427,152
alomaro01,2003,1,NYN,NL,73,263,34,69,17,1,2,22,6,0,29,40,2,2,4,0.336,0.357,0.693,0.298,0.333,0.422,85
alomaro01,1999,1,CLE,AL,159,563,138,182,40,3,24,120,37,6,99,96,3,7,13,0.422,0.533,0.955,0.346,0.345,0.434,145
alomasa02,2001,1,CHA,AL,70,220,17,54,8,1,4,21,1,2,12,17,1,2,2,0.288,0.345,0.634,0.249,0.332,0.427,68
alomasa02,2005,1,TEX,AL,46,128,11,35,7,0,0,14,0,0,5,12,0,1,0,0.306,0.328,0.634,0.302,0.33,0.419,71
alomasa02,2000,1,CLE,AL,97,356,44,103,16,2,7,42,2,2,16,41,1,4,4,0.324,0.404,0.728,0.308,0.345,0.437,86
alomasa02,2003,1,CHA,AL,75,194,22,52,12,0,5,26,0,0,4,17,0,0,1,0.281,0.407,0.689,0.272,0.333,0.422,81
alomasa02,2004,1,CHA,AL,50,146,15,35,4,0,2,14,0,0,11,13,2,2,2,0.298,0.308,0.606,0.248,0.335,0.428,61
alomasa02,2002,2,COL,NL,38,116,8,31,4,0,0,12,0,0,4,19,0,0,0,0.292,0.302,0.593,0.32,0.331,0.417,61
alomasa02,1999,1,CLE,AL,37,137,19,42,13,0,6,25,0,1,4,23,0,0,2,0.322,0.533,0.855,0.327,0.345,0.434,116
alomasa02,2002,1,CHA,AL,51,167,21,48,10,1,7,25,0,0,5,14,0,1,2,0.309,0.485,0.794,0.277,0.331,0.417,110
alonsyo01,2015,1,SDN,NL,103,354,50,100,18,1,5,31,2,5,42,48,3,3,3,0.361,0.381,0.742,0.313,0.317,0.405,108
alonsyo01,2014,1,SDN,NL,84,267,27,64,19,1,7,27,6,1,17,36,1,1,3,0.285,0.397,0.682,0.251,0.314,0.386,94
alonsyo01,2013,1,SDN,NL,97,334,34,94,11,0,6,45,6,0,32,47,5,2,7,0.341,0.368,0.71,0.306,0.318,0.396,100
alonsyo01,2017,1,OAK,AL,100,319,52,85,17,0,22,49,1,0,50,88,6,2,0,0.369,0.527,0.896,0.301,0.324,0.426,138
alonsyo01,2018,1,CLE,AL,145,516,64,129,19,0,23,83,0,0,51,123,1,2,5,0.317,0.421,0.738,0.283,0.318,0.409,103
alonsyo01,2016,1,OAK,AL,156,482,52,122,34,0,7,56,3,1,45,74,1,1,4,0.316,0.367,0.683,0.284,0.322,0.417,86
alonsyo01,2012,1,SDN,NL,155,549,47,150,39,0,9,62,3,0,62,101,9,3,4,0.348,0.393,0.741,0.318,0.319,0.405,106
alonsyo01,2017,2,SEA,AL,42,132,20,35,5,0,6,18,1,0,18,30,0,0,0,0.353,0.439,0.793,0.302,0.324,0.426,112
aloumo01,2006,1,SFN,NL,98,345,52,104,25,1,22,74,2,1,28,31,2,1,4,0.352,0.571,0.923,0.277,0.337,0.432,137
aloumo01,2007,1,NYN,NL,87,328,51,112,19,1,13,49,3,0,27,30,5,2,3,0.392,0.524,0.916,0.344,0.336,0.423,141
aloumo01,2004,1,CHN,NL,155,601,106,176,36,3,39,106,3,0,68,80,2,0,6,0.361,0.557,0.919,0.281,0.335,0.428,138
aloumo01,2000,1,HOU,NL,126,454,82,161,28,2,30,114,3,3,52,45,4,2,9,0.416,0.623,1.039,0.338,0.345,0.437,163
aloumo01,2005,1,SFN,NL,123,427,67,137,21,3,19,63,5,1,56,43,1,3,4,0.4,0.518,0.918,0.32,0.33,0.419,145
aloumo01,2003,1,CHN,NL,151,565,83,158,35,1,22,91,3,1,63,67,7,7,3,0.357,0.462,0.819,0.284,0.333,0.422,117
aloumo01,2001,1,HOU,NL,136,513,79,170,31,1,27,108,5,1,57,57,14,3,8,0.396,0.554,0.949,0.327,0.332,0.427,149
aloumo01,2002,1,CHN,NL,132,484,50,133,23,1,15,61,8,0,47,61,4,0,3,0.337,0.419,0.757,0.287,0.331,0.417,102
altheaa01,2017,1,PHI,NL,107,372,58,101,24,5,19,65,5,4,32,104,2,7,1,0.34,0.516,0.856,0.328,0.324,0.426,126
altheaa01,2018,1,PHI,NL,105,243,28,44,11,1,8,38,3,2,36,91,0,4,2,0.295,0.333,0.628,0.247,0.318,0.409,74
altheaa01,2016,1,PHI,NL,57,198,23,39,6,0,4,22,7,2,23,69,2,6,0,0.3,0.288,0.587,0.28,0.322,0.417,62
altheaa01,2015,1,PHI,NL,39,137,25,33,11,4,5,22,6,2,16,41,0,5,2,0.338,0.489,0.827,0.301,0.317,0.405,127
altuvjo01,2018,1,HOU,AL,137,534,84,169,29,2,13,61,17,4,55,79,4,6,1,0.386,0.451,0.837,0.352,0.318,0.409,132
altuvjo01,2013,1,HOU,AL,152,626,64,177,31,2,5,52,35,13,32,85,5,2,8,0.316,0.363,0.678,0.316,0.318,0.396,91
altuvjo01,2011,1,HOU,NL,57,221,26,61,10,1,2,12,7,3,5,29,0,2,1,0.297,0.357,0.654,0.309,0.321,0.399,82
altuvjo01,2014,1,HOU,AL,158,660,85,225,47,3,7,59,56,9,36,53,7,5,5,0.377,0.453,0.83,0.36,0.314,0.386,137
altuvjo01,2015,1,HOU,AL,154,638,86,200,40,4,15,66,38,13,33,67,8,9,6,0.353,0.459,0.812,0.329,0.317,0.405,125
altuvjo01,2016,1,HOU,AL,161,640,108,216,42,5,24,96,30,10,60,70,11,7,7,0.396,0.531,0.928,0.347,0.322,0.417,150
altuvjo01,2012,1,HOU,NL,147,576,80,167,34,4,7,37,33,11,40,74,0,6,4,0.34,0.399,0.74,0.321,0.319,0.405,105
altuvjo01,2017,1,HOU,AL,153,590,112,204,39,4,24,81,32,6,58,84,3,9,4,0.41,0.547,0.957,0.37,0.324,0.426,155
alvarpe01,2016,1,BAL,AL,109,337,43,84,20,0,22,49,1,0,37,97,1,0,2,0.322,0.504,0.826,0.282,0.322,0.417,121
alvarpe01,2014,1,PIT,NL,122,398,46,92,13,1,18,56,8,3,45,113,6,2,0,0.312,0.405,0.717,0.277,0.314,0.386,104
alvarpe01,2011,1,PIT,NL,74,235,18,45,9,1,4,19,1,0,24,80,1,2,0,0.272,0.289,0.561,0.272,0.321,0.399,57
alvarpe01,2010,1,PIT,NL,95,347,42,89,21,1,16,64,0,0,37,119,1,0,2,0.326,0.461,0.788,0.341,0.325,0.403,115
alvarpe01,2012,1,PIT,NL,149,525,64,128,25,1,30,85,1,0,57,180,6,1,3,0.317,0.467,0.784,0.308,0.319,0.405,115
alvarpe01,2015,1,PIT,NL,150,437,60,106,18,0,27,77,2,0,48,131,9,2,4,0.318,0.469,0.787,0.279,0.317,0.405,116
alvarpe01,2013,1,PIT,NL,152,558,70,130,22,2,36,100,2,0,48,186,7,4,4,0.296,0.473,0.77,0.276,0.318,0.396,113
alvarpe01,2018,1,BAL,AL,45,111,18,20,2,0,8,18,0,0,16,36,0,0,0,0.283,0.414,0.698,0.179,0.318,0.409,90
amarari01,1999,1,BAL,AL,91,137,21,38,8,1,0,11,9,6,15,20,0,1,2,0.348,0.35,0.699,0.319,0.345,0.434,82
amarial01,2012,2,SDN,NL,105,275,35,66,15,5,5,32,8,4,17,42,1,0,2,0.282,0.385,0.668,0.265,0.319,0.405,83
amarial01,2017,1,COL,NL,96,168,22,40,10,0,3,19,1,0,7,38,0,0,0,0.269,0.351,0.62,0.291,0.324,0.426,65
amarial01,2016,1,SDN,NL,65,140,9,36,2,0,0,11,9,2,8,26,2,0,1,0.295,0.271,0.567,0.313,0.322,0.417,57
amarial01,2015,1,SDN,NL,118,324,28,66,10,4,3,30,5,1,24,55,4,1,5,0.257,0.287,0.544,0.232,0.317,0.405,52
amarial01,2014,1,SDN,NL,148,423,39,101,13,2,5,40,12,1,29,69,5,1,5,0.286,0.314,0.6,0.271,0.314,0.386,72
amarial01,2013,1,SDN,NL,146,368,35,87,14,4,5,32,4,2,22,57,1,2,1,0.282,0.337,0.619,0.267,0.318,0.396,74
ambrech01,2005,1,KCA,AL,53,145,25,35,8,0,4,9,3,2,16,32,1,2,1,0.323,0.379,0.702,0.282,0.33,0.419,88
amezaal01,2003,1,ANA,AL,37,105,15,22,3,2,2,7,2,2,9,23,0,1,0,0.278,0.333,0.612,0.25,0.333,0.422,62
amezaal01,2007,1,FLO,NL,133,400,46,105,14,9,2,30,13,7,35,52,0,4,5,0.324,0.358,0.682,0.293,0.336,0.423,81
amezaal01,2008,1,FLO,NL,125,311,41,82,13,5,3,32,8,2,19,47,1,3,0,0.312,0.367,0.679,0.303,0.333,0.416,82
amezaal01,2006,1,FLO,NL,132,334,42,87,9,3,3,19,20,12,33,46,4,3,1,0.332,0.332,0.664,0.294,0.337,0.432,75
anderbr01,2000,1,BAL,AL,141,506,89,130,26,0,19,50,16,9,92,103,5,8,7,0.375,0.421,0.796,0.284,0.345,0.437,105
anderbr01,2001,1,BAL,AL,131,430,50,87,12,3,8,45,12,4,60,77,4,8,1,0.311,0.3,0.611,0.228,0.332,0.427,64
anderbr01,1999,1,BAL,AL,150,564,109,159,28,5,24,81,36,7,96,105,7,24,7,0.404,0.477,0.881,0.305,0.345,0.434,127
anderbr03,2009,1,CHA,AL,65,185,25,44,9,0,2,13,3,6,20,49,0,3,0,0.322,0.319,0.641,0.313,0.333,0.418,73
anderbr03,2008,1,CHA,AL,109,181,24,42,13,0,8,26,5,1,10,45,0,0,0,0.272,0.436,0.709,0.266,0.333,0.416,86
anderbr03,2006,1,CHA,AL,134,365,46,82,23,1,8,33,4,7,30,90,2,5,3,0.29,0.359,0.649,0.274,0.337,0.432,69
anderbr06,2018,1,MIA,NL,156,590,87,161,34,4,11,65,2,4,62,129,2,16,2,0.357,0.4,0.757,0.332,0.318,0.409,110
anderga01,2003,1,ANA,AL,159,638,80,201,49,4,29,116,6,3,31,83,10,0,4,0.345,0.541,0.885,0.325,0.333,0.422,132
anderga01,2002,1,ANA,AL,158,638,93,195,56,3,29,123,6,4,30,80,11,0,10,0.332,0.539,0.871,0.308,0.331,0.417,130
anderga01,2009,1,ATL,NL,135,496,52,133,27,0,13,61,1,0,27,73,2,2,9,0.303,0.401,0.705,0.286,0.333,0.418,87
anderga01,2000,1,ANA,AL,159,647,92,185,40,3,35,117,7,6,24,87,5,0,9,0.307,0.519,0.827,0.281,0.345,0.437,108
anderga01,2008,1,LAA,AL,145,557,66,163,27,3,15,84,7,4,29,77,6,1,6,0.325,0.433,0.758,0.314,0.333,0.416,102
anderga01,2004,1,ANA,AL,112,442,57,133,20,1,14,75,2,1,29,75,6,1,3,0.343,0.446,0.789,0.334,0.335,0.428,107
anderga01,2001,1,ANA,AL,161,672,83,194,39,2,28,123,13,6,27,100,4,0,5,0.314,0.478,0.792,0.302,0.332,0.427,107
anderga01,2006,1,LAA,AL,141,543,63,152,28,2,17,85,1,0,38,95,11,0,7,0.323,0.433,0.756,0.308,0.337,0.432,96
anderga01,1999,1,ANA,AL,157,620,88,188,36,2,21,80,3,4,34,81,8,0,6,0.336,0.469,0.806,0.319,0.345,0.434,105
anderga01,2007,1,LAA,AL,108,417,67,124,31,1,16,80,1,0,27,54,9,0,6,0.336,0.492,0.827,0.306,0.336,0.423,116
anderga01,2010,1,LAN,NL,80,155,8,28,6,1,2,12,1,0,5,34,1,0,2,0.204,0.271,0.475,0.215,0.325,0.403,30
anderga01,2005,1,LAA,AL,142,575,68,163,34,1,17,96,1,1,23,84,8,0,5,0.308,0.435,0.743,0.305,0.33,0.419,97
anderjo03,2008,1,ATL,NL,40,136,21,40,7,1,3,12,10,1,8,33,2,1,0,0.338,0.426,0.764,0.37,0.333,0.416,104
anderjo03,2009,2,KCA,AL,44,118,20,28,3,0,1,8,12,3,5,21,0,0,0,0.268,0.288,0.556,0.281,0.333,0.418,49
anderjo03,2009,1,DET,AL,74,165,22,40,4,4,0,16,13,2,8,22,0,1,0,0.282,0.315,0.597,0.28,0.333,0.418,60
anderma02,2002,1,PHI,NL,145,539,64,139,30,6,8,48,5,1,42,71,14,5,4,0.315,0.38,0.696,0.282,0.331,0.417,86
anderma02,2004,1,SLN,NL,113,253,31,60,12,0,8,28,6,2,12,38,1,1,5,0.269,0.379,0.649,0.245,0.335,0.428,69
anderma02,2001,1,PHI,NL,147,522,69,153,30,2,11,61,8,5,35,74,5,2,5,0.337,0.421,0.758,0.321,0.332,0.427,100
anderma02,2005,1,NYN,NL,123,235,31,62,9,0,7,19,6,1,18,45,0,1,2,0.316,0.391,0.708,0.297,0.33,0.419,89
